text,rate,funny,useful,cool,label
"I've been meaning to write a review for this place for so long and right when I'm about to, I see someone petty write a very nasty review below me. How sad that people stoop to a low level just because they're impatient. The staff is actually really friendly here and take a lot of ""Sugar Honey Iced Tea"" from people, if you catch my drift. Let me answer some mistakes the reviews give you just so they can get a reaction from readers on yelp. 

First of all, this isn't the only location so you can drive to their sister on Curtner if the line is too long or if food isn't being made as quick as you personally probably want it to be made. It happens sometimes when a business runs out of food faster than they can make it and it's really not their fault. The demand is high but that's a good thing for their business, it means people want to order their food until there's none left. 

Secondly, the business isn't all ""young people"" or however people assume and label young to everyone as is. You know the legal hiring age for businesses is 18 so they're all legally adults and not ""kids"" who've put in their effort to have an opportunity to get hired and work for such a popular seafood business in the Bay Area. I'm sorry if the older generations, typically the 20+ range want to be disgusted by a much more active generation of workers who are doing their best to make ends meet.

Lastly, the food is still great! I'm sure that's what everyone was waiting to read about. They portion their food as best as they can for their customers and some people are greedy and want more than they're already getting. I can't even finish a bowl sometimes because of how filling it makes me. It's so good here and I absolutely cannot stress than enough. Yes, it's on the pricy side but seafood itself is expensive and their giving you the best quality of food, but to others who may not know, just like groceries and other businesses, politics is playing its role in being able to acquire the necessary game and produce food service needs in order to feed their customers. You just have to come here and try it out for yourself to enjoy everything they offer. They're working hard to feed you people and that's all that should really matter! 

Report my review if it sounds like a clap back but it's only offensive if it's true. Just had to be honest about a business I truly care about and receive good food from.",5,0,1,2,1
Finally a spot close to me that has good Toro. Kid friendly. I have 3 little ones so dinner gets a little crazy but the staff here catered to all my kids needs. Food is great. Beautiful clean spot. They ran out of oysters on the half shell wen we went but I'll be sure to come back and try it. 10 thumbs up from this party of 5!!!,5,1,1,1,1
"I was passing by ,I was starving like Marvin.

I'm like I think they have the good food over here

Honestly ,their food is not that bad ,The customer service it's great",4,2,4,2,1
5 stars for the giant nachos. We tried to eat them all but we could not. A giant plate of delicious nachos. Good drinks too. I'll be back.,5,0,0,0,1
"If you have to get one thing here, it's the basil fried rice. I've been coming here for 10 years and it still tastes just as amazing. I have not found another thai restaurant that makes a better basil fried rice. I usually get mild spiciness and it's already pretty spicy for me. You get a ton of chicken strips, basil, red peppers, and a fried egg on top. It's just heavenly fried rice. SO GOOD!
Some other sides that we usually order are:
Basil Chicken Traditional Thai: ground chicken with a crazy SPICY kick; this goes so well with rice
Any of the curries: just depends on what you're feeling like. Green curry has eggplant so that's always a plus. Red and yellow are sweeter than green.
Tamarind Fish: Sweet and sour fish, basically. Huge pieces of fish that are not over-battered.

TBH, I don't think you would dislike any of the sides here. The prices are a little high but this is still my favorite place to get Thai food.",5,1,3,1,1
"I am really happy that I discovered this place. We tried the Turkish breakfast for 2. And scrambled eggs with sucuk. And Kisir. Also fresh squeezed orange juice, and ended with Turkish coffee, and boy was it good! I honestly don't know which one was the best cause they were all SO good! 

I liked the ambiance too, it's a very pretty small restaurant, with beautiful tables and chairs. I wasn't too happy with our seat though (was by the bathroom and way too close to the table behind, it was uncomfortable both for them and us) and the service could have been better; waiters seemed to be lot more interested with other tables, we had hard time getting ahold of them. But they were very nice and helpful when we had a chance to talk to them. 

I would definitely recommend Lokma!",4,0,2,1,1
"Oh where do I start .. best place to eat if you like seafood !!
I love crab meat and this place serves best King crab legs. I tried with whole shabang sauce .
Also tried prawns and corn .. loved everything ..
The concept is different .. where the food is given in a bag .. paper is laid out on the table and you eat directly out of the bag and /or put your food out on table and just dig in..",5,0,0,1,1
"Loved this place. Celebrated a special birthday with family and then went across the street to watch Beach Blanket Babylon. Great night, fantastic dinner and show",5,0,0,0,1
"I read about this place in an article about new and upcoming eateries in San Leandro and I'm so glad that I did. After spending six months going to school in Seoul I developed a craving for everyday Korean cuisine, no fancy or fusion style, which can be a challenge to find. I ordered my college staple, the dolset bibimbap with bulgogi, and it came out of the kitchen legitimately sizzling at the temperature it should be. They were very generous with the sauces as well as the banchan (side dishes). However the crowning jewel of the evening was their green onion and seafood pancake. The pancake was huge and the outside fried to a crispy perfection. I needed a steak knife to cut a piece off. Last but not least, the service was fantastic, everyone was so friendly and checked in on me often. Looking forward to going back soon!",5,0,0,0,1
The banh cuon here is delicious. I had leftovers two days later and it was still good after heating it up. Skin is not too thick and reminiscent of the ones I had in Vietnam. The fillings are rolled into rice flour dough. I enjoyed it so much I bought take out for my flight back home. You can order only banh cuon (you get 12 pieces) instead of the sets but the sets offer a variety of other sides.,5,0,0,0,1
This place is so clean and the food is so fresh! Highly recommend. My favorite meat is the Chile verde.,5,0,0,0,1
"This review is for the weekend brunch. 

In Cupertino, this is my go to spot for Sunday brunch based on the food, service, convenience and most importantly, the chance to play some corn hole. 

On two recent visits, we had the following, which are all recommended 
- Loco moco
- Fried Chicken and waffles (note, this dish comes with deep fried chicken pieces rather than drumsticks, wings and so on that's been left on the bone prior to hitting the deep fryer) 
- Crullers, amazing and perfect for the sweet tooth hound 

TIPS
- Based on server Danielle's recc, I can't wait to try the Mac n Cheese, with an added sausage on top! 
- Grab a table in the back next to the Living Wall, which is a verdant literal wall of eco life
- Play some corn hole, outside on the patio",5,4,4,5,1
"Metered street parking in front of this location. Thankfully it's summer and I found parking with ease. 

Once inside, you see the cashier. I mistakingly started ordering there first, but you actually head to the right and start placing your order there. It seems a little counterintuitive since the glass screen between you and the food are so high, but I appreciate that it makes things more sanitary. 

You order your base, your protein, toppings, and then your sauce. 

I loved eating here because I rarely eat fresh veggies but this place makes it so easy to have something super tasty with no problem!

Pros:
-friendly staff
-customizable options
-good food
-fast service 
-casual environment
-this is the type of place you can eat alone or with others due to their floor plan 
-indoor and outdoor seating
-their bowls and cups are compostable!

Cons:
-I think my meal was about $15 so this is probably not an every day type of meal but I'm glad I tried it!",4,1,3,5,1
"Cheeseburger craving was real today! After walking away from my visit to the post office, there it was. Got my craving taken care of.

This place hit the spot. I ordered a bacon cheeseburger and a side of fries. I instantly regretted not getting curly fries until my food was ready and i ate a fry. Yeah...they were good. Crispy and oil soaked from the fryer. Naughty naughty, yummy yummy.

The burger was also tasty. Cooked a little more medium than medium rare but I wasn't complaining! 

The slice of cheese was thin so if you're looking for that cheesy cheeseburger taste - ask for an extra slice. I wasn't a fan of the bun, but other reviewers enjoy it so don't take my word on it. Thought the top was a little dry unless I saturated it with condiments or smashed it into the beef patty. I refrained. Speaking of condiments...they have a condiments bar so you can top it as you wish. For me that meant all the pickles and jalape�����os! 

All in all, it hit the spot and it's nice to know it's there when I ha by the post office after work.",4,0,1,0,1
"Nice, clean, delicious. Best vegetarian dishes in Hayward by far. Customer service is great as well.",5,0,0,0,1
"The best home style Korean cuisine in San Leandro 
We've eaten there many times and it's always consistent & delicious we've never walked out the restaurant disappointed or dissatisfied. All the dishes especially the savory fried chicken wings, soondubu jjigae & seafood pancake so delicious each time we ordered, the flavors are getting better and better because I feel the chef is putting a lots of effort in her creation to making sure all her customers are satisfied also the restaurant is very inviting & friendly atmosphere",5,0,0,0,1
"Looking for a place open after 9 on the 4th of July and weren't having any luck in my area, so decided to head toward more Asian restaurants. 

Ended up here which was great because it's right by the mochi donut place!

We ordered the Cha Ca La Vong (grilled fish with rice wrappers; meal for ""two"") and the pancake appetizer. We were pretty hungry when we came but the plates started going down and we soon realized that this was way too much food for two! We did our best, but by the end of dinner we were stuffed and still had half the fish plate and 2/3 of the pancake left! 

Ended up packing up the leftovers, which filled the entire plastic bag with five containers and a bag of rice paper wrappers. I brought the leftovers to my parents' place the next day and it was good for 6 more portions! 

Service was good, though we didnt need much, and the portions were huge. Everyone was tasty, and though I'm not usually a fan of grilled fish, I enjoyed the dish a lot!",4,0,0,0,1
"June 4, 2019

If first impressions are everything, ""Los Pericos Grill"" left a great one on me. First of all I'm all about ambiance and great service. I'm all about a clean establishment and most of all, great food. The best part about me finding out about this establishment was it wasn't through ""Yelp"" it was on ""Instagram"" when they messaged me and just simply said ""Come visit us, you'll like it guaranteed!"" Very bold, I like when a business knows how to market themselves and grab attention, now that made me seek them out and now I'm here, here is what I thought about them..

Los Pericos Grilled:
This establishment sits in an area of Hayward that seems to get a lot of foot traffic. Being a corner business I feel makes them stand out. No lie, Hayward and the Bay Area in general has a lot of Mexican/El Salvadorian eateries and such, so it's really hard to stand out. ""Los Pericos Grilled"" does a great job of holding their own and on my visit, provided me with something to write about. ""Carne Asada Fries"" anyone? Let me tell you about them..

Carne Asada Fries $10.29 - On their ""IG"" these are what caught my eye. Like the whole concept of ""Carne Asada Fries"" are ""Steak and Potatoes"" like how could you go wrong with meat and carbs? Well the answer to that is ""You Can't"" and these were ""all that"" (not the show) and a complimentary bowl of chips get it? A very healthy portion of fries topped with chopped carne asada, guacamole, sour cream and cheese. I skipped the pico which they normally arrange in the colors of the ""Mexican Flag"" but I like my pico on the side. This dish was hearty, and it was honestly enough for two people to share and get full off of. The best I've honestly had for awhile, while this dish isn't the most true example of ""Mexican Food"" this restaurant definitely makes ""Carne Asada Fries"" worth talking about as I wasn't the only one in the restaurant who ordered them. 

Soda $2.50 - They had your run of the mill usuals, sodas and juices. But what I went after was the ""Agua Frescas"" I like that they offered the variety they did (horchata, tamarind, pi�����a and hibiscus) and all of them tasted really fresh and not made with a flavored powder. Think of these type of ""Latin - Ade"". These were the bomb and the 20oz cup allowed me to get as many refills as I can handle. I was satisfied from food to drink.

Overall:
Along with the great service and clean restaurant, I would recommend this place to everyone. A very good establishment that makes me excited to come back and visit and try more offerings. They're the real deal here.",5,19,25,22,1
"OH MY GOODNESS. Where have I been all this time?!
Maybe I came on a good day? But I don't know what other people are complaining about and I've had my fair share of Cantonese cuisine - I'm from SoCal for heaven's sake. 

First of all, we had the Peking Duck - I appreciated that it wasn't humongous and perfect for two people who were devouring 5 other dim sum dishes. 

Pork Buns - my boyfriend is a big fan of pork buns and now I know why. I'm probably spoiled now because this was legit! The buns were fluffy and pork wasn't too sweet. Nothing about these buns was dry or flaky.

Pork potstickers - definitely no lack of meat here. OMG so juicy and plump. Seasoning was perfect, too!

Crispy shrimp puffs - BEST EVER! Shrimp was not bland and seemed fresh!

Sticky rice - loved this, too! Good portions and not salty. 

Shrimp and chive dumplings - this was probably my favorite. The dumpling skin was clear and a taaaaaaaad bit undercooked but it didn't bother me. 

We will definitely be back!",5,0,1,0,1
"Best oysters of my life? Overlooking the water? As the sun set on Alcatraz, the bridge and the bobbing sailboats? FINE I'LL TAKE IT.

Fog Harbor's menu is plenty big and features all the traditionally prepared seafood you could ask for. The dirty martini and scallop/crab risotto were also delicious, but in hindsight I should have just planned to eat my weight in raw oysters. Ah well - next time! Also, my server was a delight. She agreed with me about the oysters and was very friendly and attentive.

Minus one star for the ambience: the location, view and quality of Fog Harbor make it a huge draw for tourists, and it appears the restaurant tries to stuff as many bodies as possible into the restaurant. I had a table in the middle of the dining room, and felt very cramped next to my fellow diners and sightly in the servers' way at all times. I felt the pinch as soon as I arrived - the situation around the host stand was crowded and chaotic and different hosts gave me contradictory guidance. It was a stressful situation to navigate with a carry-on suitcase in tow (my own damn fault, sure. Next destination: airport). Was really hoping they might have a coat room to stow the bag!

Shoutout to Yelp's ""Join the Waitlist"" feature. I joined the queue from my phone at the hotel, hopped in an Uber, and only waited a minute to be seated. What a time to be alive, people.",4,0,2,0,1
"Authentic Hong Kong style food with the BEST milk tea in here. All of dishes are great quilty, the chicken wings and friut tea drink is good for party; also, Hainan rice with chicken is so yummy ! must to try item!",4,2,2,2,1
This is a small family run restaurant. The food quality is very good. You can tell they use fresh ingredients. The staff is also very friendly. Recommend getting reservations since this place gets very busy,5,0,0,0,1
"Lim������n Rotisserie has been on our radar for some time and we finally got to try their Walnut Creek location. We came for the the chicken, but it was the beef that got our attention.

We ordered the Pollo a la Brasa (rotisserie chicken) with Chifa Green Beans and Yuca Fries, Lomo Saltado (stir-fried beef tenderloin), and the Pulpo a la Parrilla (grilled octopus). The half chicken that we had was delicious. It was perfectly seasoned and cooked. The Aji Amarillo Huacatay sauce thst came with it was remarkable as well. The octopus looked awesome, but was very salty. It was served over a very buttery mashed potato. The beef was absolutely amazing although a little bit skimpy and the rice that came with it was undercooked.

There were a couple of items on the menu that we wanted to try - the Camarones al Ajo (saut�����ed shrimp in garlic) and the Lengua a la Parrilla (grilled beef tongue) - but we didn't want to order more than we can finish. Maybe next time we",4,1,2,3,1
"Chef Aki is a sushi master in East Bay. Since moving to Berkeley a few years ago, I've been pretty saddened by the lack of quality-focused sushi restaurants in the East Bay. I've tried a hand full in Oakland, Alameda, Berkeley. While there are some that are pretty good Japanese restaurants, like Kiraku and Ippuku, none of them specialize in classic Edo-style sushi like the restaurants in San Francisco. Until I discovered Sushi Sho, my husband and I have always driven across the Bay Bridge to our usual favorites in SF like Hinata, Zushi Puzzle, Omakase, Kusakabe etc...

My first time at Sushi Sho was during my birthday this year, and it was amazing! The restaurant's sushi bar is intimate, romantic, and provides a personalized eating experience with Chef Aki. They offer just a few seatings each day, which need to be reserved in advance. Weekdays are easier than weekends, of course. Several tiers of omakase's are offered, as well as a la carte selection. I opted for the 16 piece omakase for $80pp, and ordered some additional items to share:

- Ankimo (monk fish liver. very good here, but still not as good as my favorite at Zushi Puzzle)
- Chawanmushi (steamed egg custard, loaded with wonderful seafood surprises at the bottom!)
- Akadashi (special miso soup with yellowtail and tri-foil
- Bateira sushi (Speciality vinegar-pressed sushi, which are specialities of Chef Aki. We ordered both the ""saba/mackrel"" and ""cold-smoked salmon"" Both were phenomenal and SO unique!)

The omakase was divine. Everything was delicious, seasonal, perfectly seasoned and marinated. It brought me back to all the omakase's I had in Japan. Chef Aki is an incredibly warm and friendly host. Although we were seasoned omakase-eaters, he took his time to explain the preparation, fish and method of eating to our fellow diners who have not had sushi like this. He was non-judging and incredibly talented. I am incredibly happy that such a wonderful sushi establishment is so close to where I live. The price for the omakase is also a great value as most omakase restaurants in SF start at around $125 minimum, for less fish. We were able to taste several fish, shipped fresh from Japan, including Hokkaido uni when Chef Aki heard I loved uni. 

Overall, my lovely experience that leaves me craving for me. Hopefully this review doesn't make it harder for me to get a reservation in the near future!",5,0,3,2,1
This place is authentic and delicious. We always try to come on a Sunday afternoon but it's usually a 1 hour + time wait... They serve dim sum during that time and their dinner is usually a more extensive menu. We come here often to celebrate birthdays and get their salted egg fried rice and a few other seafood dishes. Definitely a must try!,5,0,0,0,1
"Amazing food and service. Removed one star - drink was expensive. Yet seemed watered down. 

Otherwise - appetizers, lamb shank, lamb chops, desert - incredibly tasty. 

Parking is tough in the area - try your luck on the street, or in the nearby parking lots",4,0,0,0,1
"The food here is really good, and the portion is large, and price is good comparing to other Chinese Restaurants. I have been a fan of spicy Chinese food. And Sichuan Style is one of my favorite. 
I have been here so many times. You must try Tofu Veggie Soup, and it's my most favorite one. Beijing duck, boiling fish, Chengdu hotpot....
People here is really nice too",5,0,0,1,1
"Want a real chicken white meat? Come to this place, they serve chicken breast and great broth in this place. Thanks to our friend who recommended this place - the only Pho in Tri-City area that serves this from my knowledge. 

I tried their Bun Bo Hue - pretty good too and def my go to place to order for this spicy beef. 

Pay cash - there's 5% discount :) Want your order faster? Call in :)",5,1,1,2,1
"Great food super clean very nice staff had the Sinatra very tasty

Definatley glad they yanked out subway and these took their place

Lots of great combos in the menu",4,0,0,0,1
"The gunmandu (fried dumpling) is amazing! It's incredibly flavorful and has a nice crisp factor. You have the choice to order a half or full plate. 

The jajangmyeon (black bean sauce noodle) was great. The noodle has a very nice texture and the sauce has the perfect flavor. 

The bokkeummyeon (stir-fried noodle w/ shrimp and veggies) was delicious. I ordered it mild and it was actually hotter than expected. Their spice level is definitely a different range from other restaurants but it tasted amazing. 

The restaurant itself is clean, spacious, and nice. The servers were nice and fast. I would definitely return.",4,0,0,0,1
"Came here with my wife. The ambience is nice. First the food. The garlic bread was amazing! Probably the best I've had in years. Really enjoyed it, the portion was a little on the small side. The Lasagna was good. Not the best I've had but definitely better than most I have had. One of the few places that serves beef only lasagna so I did like that. My wife had the ravioli and really enjoyed it. We had a very good dinner. One thing kept me from giving this place five stars...there was a manager that seemed to be yelling at her employees in front of customers. 1) This is not cool, to belittle your employees in front of an audience of guests. 2) This ruins employee morale. You should never have to run a business with fear. It should be run via admiration and respect for its management, and that can only be gained by trust and working hard at building relationships. Yelling at employees in front of customers presents a bad impression of the business.
That being said the food and ambiance is very good here. We'll definitely give come back.",4,0,1,1,1
"BEST GARLIC NOODLES IN THE BAY! Def a must try here. 

Been coming here for years and never been disappointed! I love the Shrimp Backyard style and found that their sauce is less salty than other similar places (in a good way).",5,0,0,0,1
"Ate here on a Thursday evening and was surprised that the only customers that came by were only picking up and not dining in, so service was quite prompt and friendly.

Banchan (side dishes) were very fresh and tasty. We didn't leave anything leftover :)

We had the cheese corn, seafood soondooboo (tofu stew, quite creamy and not too salty, goes very well with rice that it came with), and the seafood pajeon (pancake). It wasn't a heavy meal but we left very satisfied, and brought a little bit of the leftover seafood pancake home.

Pretty decent price considering it's San Francisco. Will come again to try other dishes :)",5,1,1,1,1
"Took my boyfriend here for his birthday. It was our first time trying Omakase type of dining. Our chef (Chef Kevin Lo) very entertaining to watch and listen to. He knew definitely knew his stuff. He's also one of the faster chefs! 

The nigiri was to-die-for! From the rice to the fish to the pickled ginger. Everything was perfection! Definitely not our last time there!",5,0,1,0,1
"Love this place! My family, friends, and I have been coming here since they opened! We've even had one of my birthdays here!

I'm mostly glad they opened this location (their 3rd one) because the 1st and 2nd location are really far.

I always get the pork tocino with Java rice. When my whole family and I come here, we get pork tocino, sisig, longanisa, miswa, and bbq. 

The price is fair for how much they give! The service is good as well; unless it's really busy, then it starts to slow down a bit. 

But overall, I love coming here and I'll always come back as long as the quality and quantity of the food stays the same!",5,1,1,2,1
"The Oxford is a fusion of mainly British Indian dishes. When I came for lunch about a year ago, there was plenty of vegetarian options and even they had a vegetarian pot pie that was absolutely delicious! When I came for dinner today, the menu was completely changed and instead they had few vegetarian options. One of the options was some sort of ravioli dish which to me feels wrong to have when your dining at an Indian Restaurant. 

I decided to order a indian eggplant dish and my friend ordered the falafel sliders. I have to say service was slow. When we initially got seated, our server didn't come until 15 minutes later. When we put in our order, the food took awhile to get, and lastly just to get a check, it took some time. I wish our server was more attentive so minus 1 star for that. 

The food was absolutely delicious and it was good portion sizes that were super filling. The eggplant dish I had was basically grilled eggplant on a bed of saffron rice with a yellow curry sauce that had cashew nuts in it. It was beautifully plated and really flavorful. My friend liked his sliders as well.

Overall, a solid spot in downtown Sunnyvale to eat at!",4,2,3,5,1
"THE RUMORS ARE TRUE!! Claw Shack is the best spot around for cajun food in a trash bag!!! I'm so mad at myself for taking so long to give this place a try.

Came here Saturday around 6pm and had to wait about 30 mins. The wait wasn't bad at all. As soon as we were seated we ordered right away. The food took LESS than 10 minutes to come out! The crawfish wasn't the biggest, most juiciest ones I've had, but the sauce flavor was the best I've ever had! I'm salivating as I write this... I got the spiciest spice level and it was super spicy, but not as spicy as the spiciest at Crawdaddy. Really enjoyed it, though. 

Also got the cajun fries which were thing and perfectly crispy. The garlic noodles were so delicious and not as drenched in butter like the other cajun places. I'd highly recommend both.

Service was forgettable, but everything went by so quick so all is good. 10/10 would recommend. Definitely my new favorite next to Crawdaddy :)",5,1,4,6,1
"Decided to channel my inner lazy dog by swinging by here for a round of drinks on a Thursday evening and am quite impressed by it.

Location: Conveniently located in a compound right opposite orange theory. Parking was VERY hard to find. Got the farthest spot in the parking lot so be prepared for that (or just Uber it up)

Apps: We had the truffle fries, chicken wings and some other finger food. All tasted good as expected.

Mains: The salmon was a bit dry and so was the pasta. However, everything had good portion sizes to share. My boyfriend wanted a fruit as a side with his cheeseburger (he's a little weird) and it was hilarious how they cut up an eight of a watermelon and put it on the side.

Drinks: all the cocktails were good! I had the Moscow mule and sangria flight and enjoyed them all.

Service: Now this was a bit of a letdown. No one checked on us for a 40 minutes after our first round. I kept waving some staff down but I don't think anyone saw me. Finally we got hold of someone but were a bit tired to order another round by then. Everyone was pleasant but they were very short handed!",4,1,0,1,1
"This is a very nice place. It's new, small with good interiors. Can come here to hangout with Friends or on a date. 
I ordered the vegetarian soup that I liked a lot. It's different from usual soups served at other places. The only thing I would do to improvise the soup would be to reduce some turmeric and add some more red chilli powder. 
The Taj Mahal beer was liked a lot by my friends. The thaali with Malai kofta was great too. 

Definitely worth the money.",5,0,1,4,1
"One of the best places to eat korean homemade dishes. Prices are decent, service excellent n always buzzing with customers out the door. 

Try their bbq pork, n their dolsot bibimbap. Their signature soondoobu is excellent. Side dishes solid. 

You can't go wrong here.",5,1,2,3,1
"The meats were delicious but the sides could be better. The corn bread is dry and a waste of carbs. The beans are good but the Mac and cheese is atypical and didn't leave me wanting more. My daughter loved the chicken but wouldn't finish the Mac and cheese either and it's usually one of her staples when we eat out. Also, the spicy BBQ sauce is delicious.",4,0,0,0,1
"This is such a cute place! Came here for brunch with four friends on a Sunday morning. Made reservations easily online through Yelp via Open Table. We went a little later, 1PM and they were still pretty busy. They have a cute interior, but it was a little confusing. Half of the people were there watching the football games, with jerseys on. The other half were just brunching. They'd turn on music for a little bit, which was a totally cool vibe. But then randomly, they'd switch to the football game and that would be blasting in the background. It really didn't have that sports bar feel to me, but whatever. It wasn't a huge deal, but just an observation while there. Seems like they're still trying to figure out what kinda spot they are, at least on the weekends. 

Aside from that, the food and drinks are really good! Since we did go for brunch, they had both their breakfast and lunch menus available. They had chicken and waffles, which is one of my brunch go-to's. I decided on that, but I could have easily eaten a hamburger later on, lol. It was good, definitely no complaints except the portion seemed a tad light. Maybe I was starving and should have ordered an appetizer too, who knows. Everyone else in our party enjoyed their food as well. 

After we were done with brunch, we made our way outside. This patio is so cute and I definitely recommend trying to get a spot out here on a nice day! We played a round of corn hole and jenga, while hanging out and ordering more drinks. They have an upstairs area as well with a bar. They have great spots to take pictures for the gram, which we definitely did! Overall, this was a great place to brunch. I would come back here again, when in the area.",4,7,8,7,1
"I. LOVE. SCOMA'S.

Hidden a bit out of the way (all the better, I selfishly don't ever want to have to wait in a line to be able to eat here) near Fisherman's Wharf, Scoma's serves up possibly the best clam chowder I've ever had in my life.

Aside from that, the fritto misto is amazing - anchovies are fried perfectly! The fried seafood platter was also divine, as it's only lightly battered so the fried exterior doesn't take ANY of the flavor away, and you're able to bite down into a massive chunk of fresh scallops and taste everything that is good in the world. The calamari sauce is incredible, as is the polenta that comes with it.

The service is great - they can sometimes be a bit slow, but you can tell they take a lot of pride in what they do and the food they serve, which is so great to see.

Go-to.",5,1,3,1,1
"Amazing flavors!!! I finally got a chance to try Koolfi Creamery heard a lot about them, it was such a pleasure talking to the owners Priti & Madhuri . I took 3 ice creams to go Bombay butter scotch, Salted Caramel Mysore pak & Klassic Kaloofi (Malia Kulfi) they were all superb. The owners were so kind enough to give me free scoop Togo. You can truly taste the labor of love & good quality in their ice creams definitely coming back to try their jackfruit ice cream & other flavors soon.",5,1,1,4,1
"Had a family dinner here, we would come back for sure to try more of the specialties. Only 1 person in our group can handle spicy, but even then we were able to have some tasty dishes. The dishes designated as spicy we were able to request as somewhat mild. We had the prawns with asparagus with pickled peppers, since we asked for mild there were few peppers and it was delicious. Odd the fish and pickled cabbage clay pot came last.",4,0,0,0,1
"So glad I used Yelp to find this restaurant and was able to use Open Table for reservations! We were greeted warmly and with typical Italian enthusiasm:-) The food was excellent - prosciutto and cantaloupe was perfect and the fresh pasta delicious! Small, intimate and family owned! We can't wait to go back!!",5,0,0,0,1
"Absolutely delicious! Family owned and operated with love. And the passion shines in every chewy crispy bite. 

Beer on tap 
Delicious pies 
TVs from all angles 
Great cozy clean atmosphere 

I definitely recommend the white pie!",5,0,0,0,1
"This place is the bomb. They serve authentic Wuhan cuisine that's super delicious. We stumbled upon YiYi's restaurant because most other restaurants were closed and they open till 11:00pm. We glad we came in. My boyfriend and I came from Sacramento, where nothing happens, and we haven't had food this good in a while now. They make this pork coated with sticky rice dish H19 that you can't find anywhere else. Great place to eat",5,0,1,5,1
"Came here on a Thursday evening and were luckily seated right away. This place can get very crowded over the weekend so make sure to have reservations in advance.

The restaurant is located on the beautiful university Ave with quaint interiors.

We had the tea leaf salad, plata and dip, samosa soup, chicken lemongrass and garlic noodles. The food was very flavorful with generous portions! I'm a tea leaf salad enthusiast and it seemed to have missed a notch here.

However, given its setting, service, food and pricing, I'd definitely return!",4,0,1,1,1
"I've had tacos from across the state of California, as well as Arizona, New Mexico, and Texas and El Grullense will still be at the top. Their salsas are amazing. Their tacos are simple but full of actual flavor. If you have a vegetarian in your crew they will hook them up with custom veggie tacos. Always super friendly staff. No matter how many years it's been since my last visit i can always count on a great meal as I pass through town. Keep it up!!!",5,0,0,0,1
"I love this spot. I used to live down the street and would eat here whenever I was craving. I've moved to the other side of the bay but whenever I am in the area I make a point to get food here.

Super busy if you go at peak hours but absolutely worth it. Takeout can also take a while so just plan to have a snack or order ahead of time.",5,0,2,1,1
"Debating what to cook for dinner tonight, we decided to go with Donairo's Pizza. I ordered directly through yelp using grub hub pick up.. 

The farm was the pizza of choice. I got a small for a serving for 2 and it was the perfect size for a HBO and Chill kind of night. 

Parking was a pain in the rear; and street parking is a challenge, unless you have a Mini Cooper or fiat you'd be fine, other than that good luck! 

Pizza came out perfectly baked. Customer service at pick up was easy and friendly! Thanks guys! You have a new regular.

Thanks!",5,0,0,1,1
"Had the biscuits and gravy (fabulous), eggs, OJ and really good coffees. Service was really good.",5,0,0,0,1
"Quaint Mediterranean restaurant located in the Town and Country mall in San Ramon. Plenty of parking with indoor and outdoor seating. Four available lunch specials for $12.95. Good, attentive service.

Had the #3 lunch which comes with Salad, 1/2 Gyro Wrap, 1/2 Chicken Kebab, and dipping sauce. Each table also receives complimentary pita bread, hummus, and an olive tapenade. Healthy food in this sit-down restaurant. Approximately 90 minutes for lunch, a bit longer than a typical lunch resulting from taking the time to munch on the pita with hummus and olive tapenade. Baklava at $6.95 for dessert was a bit small for the price but still good.",4,0,3,2,1
"Ohhhhh man, glad I looked up dim sum to go places before heading out for the day. 
This place was fast, the ladies behind the counter were very friendly, and the food was fantastic.
Just wanted a quick bite as we were heading out on our day. We picked up two Steamed BBQ Pork Bun's (these things were pretty damn big!), a Sesame Ball, and a Pineapple Ball.
The food was great, and our total was about $3.00 for a good amount of food.
Just disappointed I didn't get a chance to make it back in before our trip ended.",5,1,2,1,1
"To Pagal C.

Since I can't reply to you specifically, I am deciding to let the public know and to set the record straight. The night you came in the restuarant, you tell the server, there was three of you and they seated you. Normally, if there's a party and not all patrons are present, they won't seat you until you are all here. I'm the one who gave you the menu, and you said immediately that you're ready to order, which would be impossible since I was occupied with another table that came before you. Because the other table came first, I had to serve them first. From what you wrote, you paid attention to the other customers without knowing their situation and assume from your perspective. The lady who was serving you, jotted down the soup order so that the soup would be an appetizer and would come back to write down the rest of your order. Rudely, you asked if you should leave, which made no sense and had no point. Not only this review, you returned back to the restaurant and stopped by to complain again to the same lady about the service the previous night. Are you trying to hurt the business, or trying to get her fired, I'm curious on your intent.",5,0,0,0,1
"I love this dessert place. I came on their grand opening. Many variety, hot & cold. It took a while for me to decide what to choose. 
Eggnette (same as eggpuff) was good, crunchy outside and moist inside, not too dry. The fruits are fresh cut (love it), they prepared it on the counter so I can say it for sure.
Black Rice was good, not too sweet and the texture was perfect. Coconut Redbean pudding did not have enough redbean, if only they add bit more redbean, it would be perfect.
I will be back to try others",5,0,2,1,1
